smiles,selfies
CC=CN=C1C2=CC=CC3(OCC4CCC(C)N4)C=CNCC2CC(CCC2CCCC2(C)CC)(N=CC1F)N3,[C][C][C][N][C][=C][C][Branch1][=N][C][=C][C][=C][Ring1][#Branch2][=Branch1][C][=N][C][=C][C][Branch1][#C][O][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][C][C][C][C][C][C][C][Branch1][C][C][Ring1][Branch1][C][C][Ring2][Ring2][Ring1][N][=C][Ring2][Ring1][N][=C][Ring2][Ring1][N][F]
Cc1ccc(C=C2C=Cc3cccc(Cl)c3N2)nc1CC(C=CC1C=CC=C1)C=NC=CC1NCC2CCC1(C)N2,[#Branch2][C][=C][C][=C][C][Ring1][=C][C][=C][C][#Branch2][Ring1][=Branch1][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][C][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][N][Ring1][O][=C][C][=C][=Branch2][C][Ring1][=Branch1][=C][Ring2][Ring1]
N=C1N=C2N=C(N=COOCC3[CH]CN13)N1CC3CCC(N3)C1CCC(F)O2,[N][C][C@H1][C][Ring1][Branch1][C][O][O][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#Branch2][O][C][Branch1][C][F][C][C][Ring1][=Branch2][=N][C][Ring2][Ring1][=C][=N][Ring2][Ring1][#C]
CC[CH]C(N)C=CC(C[CH]CCC=NC=CCN1CCCCC(N)C1)NC=CC1CC(CCCC(C)NCCCC2OC3CC[C@@H]2CN3C=N)O1,[C][C][C@H1][C][Branch1][C][=N][C][=C][C][Branch2][Ring2][Branch2][=N][C][=C][C][Branch1][#C][O][C][C][C][C][C][Branch1][C][#C][N][C][C][C][Branch1][#C][C][O][C][C][C][C@@H1][Ring1][=Branch1][C][N][Ring1][=Branch1][C][=N][C][Ring2][Ring1][Branch1][C][C@@H1][C][Branch2][Ring2][Branch1][C][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N]
C=CC=C,[#Branch2][C][=C][C][=C]
C=C1NC(F)=C2C=NC(F)C=CC=CC(O)=CC=NCNC3C4CCC(N4)C3C(CF)=CN=C(N=CC=CC3C=CC3)C12,[C][C][=C][C][Ring2][C][=C][C][=C][C][=N][C][Branch2][Ring2][C][=C][C][=Branch1][C][=C][N][C][Branch1][C][F][=C][Ring1][#Branch1][C][=N][C][Branch1][C][F][C][=C][C][=C][C][Branch1][C][O][=C][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][N][Ring1][=Branch1][=N][C][=C][Ring1][Branch1][C][F][=C][C][=C][C][=C][C][=C][C][Cl]
CC=CC(O)c1cccc2c1C=CC1N=CC=C(N=CO)N(C34CCCCN(C3)N4)CN21,[O][C][=N][C][Branch1][#C][N][C][C][C][C][C][N][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][Branch2][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][=C][C][Ring1][C][=N][Ring1][O][=C][Ring2][Ring1][N]
C1#CC=C2CN(NC3=CC3N=C1)N1C3CCCC1N2C3,[C][N][=C][C][=C][Ring1][C][C][=C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][#Branch1][=C][N][Ring2][C][Ring1][Branch2][=N][C][Ring2][Ring1][O][=C][Ring2][Ring1][Ring2]
CC=CC=CCCN=CC=C(C(C=NC(F)C=N)=C(N)C(NC1=CC=C(F)C1COCOC=N)[C@H](F)CCCCNC)N1CC2CCC(C1)N2,[C][N][C][C][C][C][C@@H1][Branch1][C][F][C][Branch2][Ring1][C][=N][C][=C][C][=C][Branch1][C][F][=C][Ring1][=Branch1][C][O][C][O][C][=N][C][Branch1][C][N][=C][Branch1][O][C][=N][C][Branch1][C][F][C][Ring1][=Branch1][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][Branch1][C][C][=C][C][=C][C]
OC1CCCCN2C=NC3=CNCC4=C(CCNC=C4)C3=NC(=N1)N1CC3CC2C(C1)N3,[C][N][C][=C][C][Branch2][Branch1][C][C][N][C][=C][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][Cl][O][C][C][C][C][N][Ring1][=N][C][=N][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][F][F][=C][C][=C][C][=C][Ring2][Ring1][=Branch1][C][Ring2][Ring2][=Branch2]
OC=CC=CCC=NC=CC(=NC(=CCF)N1CC2CCC(C1)N2)NCC1=C(O)C(F)C1,[O][C][=C][C][=C][C][Branch2][Branch1][=Branch2][C][=N][C][=C][C][Branch1][#C][N][C][C][=C][Branch1][C][O][C][Branch1][C][F][C][Ring1][=Branch1][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][Branch2][Ring2][C][C][F][Ring2][Ring1][N][C][=C][Ring2][Ring1][C][C][Ring2][Ring1][=C]
CCC1CCCNC(=NC2C=CC=C3C=CC(C)C=C32)C=CC=CC(=CC(O)(C=CC=COC)CF)C1,[C][O][C][=C][C][=C][C][Branch2][Ring1][#C][C][=C][C][=C][C][=C][C][Branch1][#C][N][C][C][C][C][Branch1][Ring2][C][Ring1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][=C][C][Branch1][Cl][=C][C][=C][Ring1][O][Ring1][#Branch1][=C][Branch1][C][O][C][F][C][Ring2][Ring1][C][=N][Ring2][Ring1][=C][C][C][Ring2][Ring1][=Branch1]
C(=NCN1CC2CC[C@@H](C1)N2)N1C=C2CC1OC[C@@H]1NC(OCC3CCCN3C3CC3)=NC2=C2NNCC21,[N][C][C][C@H1][Branch1][#C][C][O][C][C][C][=C][N][Ring1][Branch1][C][=N][C][Branch1][#C][N][C][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][C][Ring1][Ring1][=N][C][Ring2][Ring1][N][=C][Ring2][Ring2][Ring1][N][Ring2][Branch2]
FC1=CC=CC=CC=C2C=CC=NC2C2=CC=C12,[F][C][=C][C][=C][Ring1][Branch1][C][=C][C][=C][C][=C][C][=N][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][Ring2][Ring1][P][#Branch1][N][C][=N][C][=C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][N][Ring1][=Branch2][N][Ring1][=Branch1][C][=N][Ring2][Ring2][=Branch1][Ring2][Ring2][Branch1][Ring2][Ring1][N]
CC1CCCCN=C(C(=CC=CCC[CH]C2=C[C@H](F)C=C2N=C[C@@H]2CC=CC=CCC2)C2C=N2)C1(C)F,[C][C][C][=C][C][=C][C][C@H1][Ring1][Branch2][C][=N][C][=C][C@@H1][Branch1][C][F][C][=C][Ring1][=Branch1][C@H1][C][C][C][=C][C][=C][Branch2][Ring1][C][C][=N][C][Branch1][#C][C][C][C][C][Branch1][C][C][C][Branch1][C][F][Ring1][=Branch2][C][=C][C][=N][Ring1][Ring1][=N][=C][Ring2][Ring1][Branch2][=C][Ring2][Ring2][Ring1]
CNC=CCOC(Cl)N=C(N=CNC=CF)N1CC2CCC(C1)N2,[F][C][=C][N][Ring1][Branch1][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#Branch2][Cl][C][C][C][C][C][Ring1][=N][C][O][=C][C][=C][Ring2][Ring2][Ring1][=Branch1][=N][C][Ring2][Ring2][=Branch1]
C=S1C=CCC2=C3N=C(N4CC5CCC(C4)N5)N=C(CN=C4NCNCCC4(C)O3)C(O)C2C1,[C][C][C][Branch1][C][O][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch2][Ring1][C][O][C][Branch1][C][C][C][C][N][C][NH1][C][Ring1][Branch2][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N][C][C][C][Ring2][C][C][Ring1][=C][S][Ring2][Ring2][Ring1][=C]
COCOC=NC(=CC=NC(C)=CC=c1ccccc1=CF)N1CC2CCC(C1)N2,[C][O][C][Branch2][Branch1][=Branch2][O][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch1][F][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][C][F][Ring2][Ring1][=C]
CC=Cc1ccccc1C=NC=CC(=NC(CF)NC(=CC=NCC=CC=CC=CC=CCF)N1CC2CCC(C1)N2)N1CC2CCC(C1)N2,[C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][Ring2][C][F][N][Ring1][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][=C][C][=C][C][Branch1][C][F]
NC1=C(COCC2N=C(N3CC4CC[C@H](C3)N4)C=CC3C(NCl)=C23)C1,[C][C][=C][C][Branch1][#C][N][C][C][C][C][C@H1][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][O][C][O][C][C][C][C][=Ring1][Ring1][=Branch1][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][O][N][Cl][=C][C][=C][C][=C][Ring1][P][Ring1][=Branch1]
C#CC=CCC(Cl)=NCCNN1C2CCC1NC(=C(C=CC(N)=CC=CC=O)N=CC=CC(O)=C(O)C=CC=CC)C2,[C][C][=C][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][N][=C][C][=C][C][O][Branch1][=Ring1][C][=N][C][Branch1][#C][N][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch2][Ring2][Ring1][C][N][=C][Branch1][C][Cl][=C][C][=C][C][=C][Ring1][Cl][Ring1][=Branch1][=Branch1][=C][C][Ring2][Ring1]
CC(F)C(F)=C=CC=CC=CC=CC1=CC=CC1,[C][C][=C][C][=C][Branch2][Ring1][C][C][=C][C][=C][C][=C][C][=C][=C][Branch1][C][F][C][Branch1][C][F][C][Ring1][#Branch1][N][=C][C][=C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][C][C][Ring1][Branch2][N][=N][Ring2][Ring1][=C][Ring2][Branch2][Ring1][N]
CC1=C(C=CC=CO)C(C=NCC=C2C(C=NCC=CC=CC=NCN3CCCCC4NC43)CCC(C)C2NN=CNCC2CCC(N)CCN2)=CC1,[O][C][=C][C][=C][C][=C][Branch1][C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][C][=C][C][Branch1][#C][C][C][C][Branch1][C][C][C][Ring1][#Branch1][N][N][=C][Branch1][#C][N][C][C][C][C][C][Branch1][Branch1][C][C][N][Ring1][#Branch1][N][C][=N][C][=Branch1][N][C][=C][C][=C][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1]
NN1C2CCC3CCC1C32[CH]CNC1N=C2OCN3[CH]CCC3(CC3C=CO3)C1=C2F,[O][C][=C][C][Branch2][Branch1][#C][C][C][C][C][C@H1][N][Ring1][Branch1][C][O][C][=N][C][Branch1][#C][N][C][C@H1][C][C][Branch1][#C][C][C][C][Ring1][Branch1][C][C][C][Ring1][Branch2][N][Ring1][Branch2][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][F][F][Ring1][C][=O][=C][C][=C][C][=C][C][=C][Ring1][#Branch1][C][C][F][Ring2][Ring1][=Branch1][C][Ring2][Ring2][=Branch1]
[CH]C(C)c1ccccc1C=NC(F)C=C=CC=NC=CC(=CC=NC(F)C=C1C2=CC=CCOC=C21)N1CC2CCC(C1)N2,[C][C][Branch1][C][C@@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][Branch1][C][F][C][=C][=C][Ring1][=Branch1][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][=C][O][=C][C][=C][C][=C][Ring1][Branch2][Ring1][=Branch2][C][Branch1][C][F][C][=C][C][Branch2][Ring2][Ring1][C][C]
CCOCC1CC2CN3C4CN5CC3C3(C4)OC4(C=NC3=C(OCC=C3C=CC=NC3)NN24)N=C5C=CN1,[C][C][O][=C][C][Branch2][Ring2][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][O][Ring1][Branch2][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][N][O][C][C][=C][C][=C][C][=N][C][Ring1][=Branch1][=C][Ring2][Ring1][Branch2][N][=C][Ring2][Ring1][Ring2]
NN1CC2CC13CC2COC1CC3=C(F)C(c2cccc(F)c2O)=NC=CC(N2CC3CCC(C2)N3)=N1,[O][C][=C][Branch1][C][F][C][=C][C][=C][Ring1][#Branch1][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][C][Ring1][Branch1][C][N][Ring1][Branch1][=N][C][C][Ring1][Branch2][=C][Ring2][Ring1][N][F][=C][Ring2][Ring1][C]
CNC=C(O)CSC=NCF,[C][N][C][=C][Branch1][C][O][C][S][C][=N][Branch1][C][F][C][N][Ring1][=N][C][Branch1][#Branch2][O][C][=C][C][=C][Ring1][=Branch1][C][N][Ring1][Branch1][C][=N][C][Branch1][O][C][C][C][Branch1][C][=C][C][=N][C][Ring1][P][=C][Ring2][Ring1][P]
CC=CC1=CC=CC=CC2=CC1=CC1C3CCC(CN1C(N=COCC1=CC=CC1)=CC=N2)N3,[C][C][=C][C][=C][Ring1][Branch1][C][O][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch1][#Branch2][C][=C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring2][Ring1][#Branch1]
[CH]COC=NC(=NCCC=Nc1cccc2ccccc12)N1CC2CCC(C1)N2,[C@H1][Branch2][Branch1][C][C][O][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch2][Branch1][C][C][C][=N][C][=C][C][Branch1][C][=Branch2][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][=C][Branch1][=Branch1][C][F][C][Ring1][#Branch2][=N][Ring2][Ring1][=N]
CCCCCNC(N=CCN(C(=CCO)OCC1CC2CCCN1C2)N1CC2CCC(C1)N2)C1=CCC=Cc2ccccc21,[O][Ring1][N][=C][C][=C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][C][Ring1][=Branch1][N][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][Ring1][#Branch1][Ring1]
NC1(C=CC=CC=NC(=NCF)N2CC3=NC(CC3)C2)N=COC(O)CN1Cl,[Cl][N][C][C][Branch1][C][O][O][C][=N][C][Branch1][C][N][Ring1][Branch2][C][=C][C][=C][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][=N][Ring1][=Branch1][=N][C][Ring2][Ring1][=Branch1][F][=C][Ring2][Ring1][NH1][=C][Ring2][Ring1][C]
CNCCC(N)F,[C][N][C][C][C][Branch1][C][N][F][=C][Ring2][Ring1][=Branch1][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][N][=C][Branch1][#C][O][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][C][O][F][C][=N][C][Branch1][N][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][=N][C]
N=NN1CC=NC(N2CC3CCC(C2)N3)=NCOCCCC(NCCF)CCCNCC1,[C][C][C][N][C][C][N][Branch2][Ring1][O][C][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][Ring2][Ring1][N][Ring1][Branch1][=N][C][Branch1][#C][C][F][C][C][C][Ring2][Ring1][C][C][=C][C][Ring2][Ring1][=N][N][=N][Ring2][Ring1][=Branch1]
CC=CC=CC=CC1=CC(C=NC=CC(=NC(O)C=C2C=NC=C2Cl)N2CC3CCC(C2)N3)C=CC=C1,[C][C][=C][C][=C][C][=C][C][=Branch1][C][=C][C][=C][C][=C][C][Ring1][=Branch1][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][C][O][C][=C][C][=N][C][=C][Ring1][Branch1][Cl][Branch2][Ring2][C][F][C][=C][C][=C][Ring2][Ring2][Ring1][=Branch2][P][Ring2][Ring2][C]
NC1=C(OCC23CCNC2CC3N)NC(CN2CCC3CC(C2)N3)=CN(F)C1,[C][N][Branch1][C][F][C][=C][Branch1][#C][C][N][C][C][C][C][Branch1][Ring2][C][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][N][C][Ring1][Branch1][C][C][Ring1][#Branch1][N][=C][Ring2][Ring2][Ring1][=N]
NCC1C2C3=CC=CC4C=CC=CC=CC=C5CCOC51C1=CC3CC4C2=CCC(F)=N1,[=Ring1][C][=C][C][=C][C][Branch2][Ring1][#C][C][=C][C][=C][C][=C][C][=C][Branch1][=Branch1][C][C][C][N][Ring1][Branch1][C][C][O][Ring1][#Branch1][=N][C][=N][C][Branch1][#C][N][C][C][C][C][C][Ring2][Branch1][Ring2][C][Ring1][N][=C][Ring1][N][N][=C][Branch1][C][F][C][C][Ring2][C][Ring1][=C][Ring1][O][=C][Ring2][Ring2][Ring2][Ring2][Ring1]
COC(C)F,[C][O][C][Branch1][C][C][F][C][Branch1][C][F][C][=N][P][Ring1][=Branch1][=N][C][=C][C][Branch2][Ring1][C][C][Cl][=C][C][=C][Ring1][Branch1][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Ring2][Ring1][=Branch1][=N][C][Branch2][Ring1][C][C][=C][C][=C][C][=C][Branch1][C][C][=C][C][=C][Ring1][O][Ring1]
C=c1ccncc1=C(C=CC=CC)C=CC=NC=C(N)CC=CN(C=NC=CC1CC2CCC(N1)N2C)NC(N=NCC)ON,[C][C][=C][C][=C][C][Branch2][Branch1][C][C][=C][C][=N][C][=C][Branch1][C][N][=C][C][=C][N][Branch2][Ring1][C][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][C][=N][C][Branch1][#Branch1][N][=N][C][Branch1][C][C][O][N][=C][Branch1][=Branch2][C][=N][C][=C][C][Ring1][=Branch1][=C][Ring2][Branch1][Ring2][Ring1][=N][C][F][Ring2][Ring1]
C=CC(N)=CCC(=NC(O)C=NC1N=CCNC2=CC(Cl)=C2C2C3=NC(CCS3)N12)N1CC2CCC(C1)N2,[=Branch2][C][=C][C][Branch1][C][N][=C][=Branch2][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][C][O][C][=N][C][Branch1][#C][N][C][C][C][S][C][Branch1][Ring2][C][Ring1][#Branch1][=N][Ring1][#Branch1][N][=C][C][Branch2][Ring2][C][=N][C][=C][C][Branch1][C][Cl][=C][Ring1][O][Ring1][Branch1]
ClC1=C2OC=C2C=C1,[O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][O][Ring1][=Branch1][=N][C][Branch1][#C][C][C][C][C][C][C][#N][Ring1][Branch1][C][C][Ring1][Branch2][N][=C][Ring2][Ring2][Ring2][Ring1][=Branch1]
OC=CCCC1=CC(F)C=C1N1CNC=C1CCl,[O][C][=C][C][Branch2][Branch1][#C][C][C][=C][C][Branch1][C][F][C][=C][Ring1][=Branch1][=N][C][N][C][=C][Ring1][Branch1][C][Cl][C][=N][C][=C][Branch1][#Branch2][C][=C][Ring1][O][C][O][Ring1][O][=C][C][=N][C][Ring1][=N]
CC(F)C(O)CCNC1=CC=NC(=CF)O[C@@H](O)CC=N1,[O][C@@H1][Branch1][C][O][=C][C][=N][C][Branch1][#Branch1][N][#Branch1][N][C][C][C][Branch1][C][O][C][Branch1][C][F][C][=C][Ring1][O][C][=N][C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][O][F][=C][C][=C][C][=C][Ring2][Ring1][=Branch1][=C][Ring2][Ring2][=Branch1][Ring2][Ring2][=Branch1]
C1=CC2=NC3(N=C3CNC=C2)C2CC3CN(CC2N3)C(=NCOCC23CCCN2CCC3)C=C1,[C][N][C][=C][C][Branch2][Ring1][=C][C][=C][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][#C][O][C][C][C][C][C][N][Ring1][Branch1][C][C][C][Ring1][Branch2][=N][C][Ring2][Ring1][Cl][N][=C][Ring2][#Branch1][Ring2][Ring1][Ring1]
NC(=O)c1ccccc1,[O][=C][Branch1][C][N][C][=C][C][=C][C][=C][Ring2][Ring1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][=N][C][=C][C][=C][C][Branch1][#C][O][C][C][C][C][C][Ring1][Branch1][C][Branch1][N][C][=C][C][Ring1][#Branch1][N][=C][Ring2][Ring2][=Branch1][Ring2][Ring1][#C][C][C][C]
O=CCOC=NC1=CC=NC(CF)C2(O)C=CC=C2N2C3CCC2CN1C3,[O][=C][Branch2][Branch1][C][C][O][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][Branch1][C][O][Ring2][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][Branch1][C][F][C][C][Ring2][Ring1][C][=N][Ring2][Ring2][Ring1][=C][Ring2][Ring2]
C=CCC=NC=CC1=NC=N[C@@H](CCl)N2C3CCC2CN1C3,[C][=C][C][Branch2][Branch1][Ring2][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][=N][C@H1][Ring1][Branch1][C][Cl][C][C][O][C][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=C][C][=N][Ring2][Ring1][Ring1][P]
C=CC=CC=CC(F)N=C(C=CN=CC=O)N1CC2CCC(C1)N2,[O][=C][Ring2][Ring1][=Branch1][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=N][C][Branch1][Ring2][F][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring2][Ring1]
c1ccc(-c2cccnc2)nc1,[C][=N][C][=C][C][=C][Ring1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][#C][N][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][O][C][C][C][=C][C][=C][C][Branch1][C][=C][Ring1][O][=C][Ring1][O][Ring1][O][=C][Ring2][Ring2][P][=Branch1]
FC1=C(N2CC3CCC(C2)N3)N=CC=C2OC3(C4=CC=CC4)C(=NC3=C2F)CC[CH]C1,[C][C][=C][C][=C][Ring1][Branch1][C][O][C][=C][C][=N][C][Branch1][#C][N][C][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][Branch1][C][F][C][C@@H1][C][C][C][Ring2][Ring1][=Branch1][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][#Branch1][F][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring2][Ring2][Ring1]
C=CC(=CC=CCC=CCC=CC=CC=CCCl)CCCC=CCC1=CC=CC=C(C=NC(C)N=CCC=NC=C2C=C(F)C=C2NC=C[C@H](C)F)C1,[C][=C][C][Branch2][Branch1][C][C][C][C][C][=C][C][C][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][Branch1][C][C][N][=C][Ring1][Branch1][C][C][=N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][=Branch1][=N][C][=C][C@@H1][Branch1][C][F][C][=C][C][=C][C][Ring1][=Branch1][C][=C][C][Branch2][Ring1][C][C][=C][C][=C][C][=C][Branch1][O][C][Cl][C]
CC(CCCCNN(C)N)N=COC12C=CCC=CC=C(N=CC1)C1CC3CN2C[C@H]1N3,[C][C][=C][C][Branch2][Ring1][C][O][C][=N][C][Branch1][O][C][C][C][C][N][N][Branch1][C][C][=N][C][Branch1][#C][N][C][C][C][C][C@@H1][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Ring1][Branch2][=C][C][Ring2][Ring1][C][=C][Ring2][Ring1][P]
CNC[CH]C1C(OC)N1C=NC(C=NC=CC1CC2CCC(N1)N2C)C=NC1C2=CC(O)CC=CC(Cl)=C21,[#C][N][C][C@@H1][C][C][Branch1][Ring1][O][C][N][Ring1][Branch1][C][=N][C][Branch2][Ring1][C][C][=N][C][=C][C][Branch1][#C][N][C][C][C][C][Branch1][Ring2][C][Ring1][#Branch1][N][Ring1][=Branch1][=C][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][O][Branch2][=C][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][O][Ring1][#Branch2][=C][Branch1][C][F][C][Ring2][Ring2][Ring1][C][=N][Ring2]
